id,score,correct_answer,our_answer
VAL-11,0.7578966519758322,"Your healthcare provider can advise you on testing options in your local area if they think you may have mpox. The first step is to have a sample collected. Usually, a sample is collected by a healthcare provider, but you may be given instructions on how to collect your own sample at home.   Your sample will be sent to the laboratory to be tested and it may take a few days to receive the results. During this time your healthcare provider may also link you with support services including counselling, social support, and medical care if required.   Since testing capacity for mpox is still limited around the world, WHO is working to support countries and ensure that everyone who needs a test has access to one.","If you suspect that you have mpox (formerly known as monkeypox), it is crucial to act promptly and follow certain steps for testing and management:

1. **Self-Isolation**: First, self-isolate to prevent potential transmission until you can get tested and receive further guidance from health professionals.

2. **Contact a Health Professional**: Reach out to a health worker or your local healthcare provider immediately. Explain your symptoms and any relevant travel or exposure history (recent contact with a confirmed or suspected case of mpox, travel to areas where mpox is prevalent, or contact with infected animals).

3. **Symptoms to Monitor**: Be aware of symptoms such as fever, chills, headache, exhaustion, and a rash that may appear similar to other illnesses (like chickenpox). This rash may occur on the face, limbs, or mucosal areas. 

4. **Testing Protocol**: If your healthcare provider suspects mpox based on your symptoms and history, they may facilitate testing. The preferred method for diagnosing mpox is through a PCR test that detects viral DNA from a swab taken directly from the rash or lesion. If lesions are present, two samples may be collected to ensure accuracy (one from an open sore and possibly another from the throat if needed).

5. **Further Assessment and Management**: Individuals with a confirmed diagnosis should be managed as per local health guidance. This may include monitoring for symptoms, further isolation, and possible hospitalization depending on the severity of symptoms.

For detailed guidance on diagnosing and testing for mpox, refer to the UK Health Security Agency guidelines and the CDC’s recommendations.

**References**:
- UK Health Security Agency. ""Mpox Diagnostic Testing Guidance."" Available at: [UKHSA Guidance](https://www.gov.uk/government/publications/mpox-diagnotic-testing-guidance).
- CDC Emergency Communication System. ""Health Alert Network (HAN) Archive."" Available at: [CDC HAN](https://emergency.cdc.gov/han/archives/2022/han00471.asp). 

If you have any additional questions or need immediate assistance, please reach out to your local health department or medical provider."
VAL-12,0.7856922872329855,"First, if you are getting testing in a health facility, you should be placed in a private room or area. Your healthcare provider will be wearing appropriate personal protective equipment (PPE) for sample collection.  A sample will be collected by swabbing your skin or mouth lesions and surrounding skin because lesion material is the best sample type and most likely to give an accurate test result. The healthcare provider may swab more than one of your lesions.  If you do not have lesions other sample types might be collected, including a swab from the back of your throat (oropharyngeal swab) or from your genital and anal area (genital, anal and rectal swabs).  Your healthcare provider will then send your sample to a laboratory where it will be tested for the monkeypox virus. Other possible causes of your lesions may be tested for, to arrive at a diagnosis.  Depending on your local context, the lab will either contact you directly or the results will be returned to your healthcare provider. You should be contacted to receive the result and if necessary be referred for further care.","Testing for mpox, previously known as monkeypox, is critical for accurate diagnosis and management. The following outlines the procedure and recommendations for effective mpox testing:

1. **Indications for Testing**: Testing is indicated when mpox is suspected based on clinical presentation and epidemiological criteria. This includes assessing patients who have been in contact with individuals or animals with a rash or diagnosed with mpox. 

2. **Sample Collection**: The preferred method for testing involves taking viral swabs directly from lesions (skin, fluid, or crusts) using vigorous swabbing techniques. If no skin lesions are present, swabs can be collected from the throat or anus. Blood testing is not recommended. It is crucial to take at least two samples to ensure sufficient material for confirmatory testing.

3. **Avoidance of Certain Procedures**: Unroofing, opening, or aspirating mpox lesions is not advised due to the risk of sharps injuries and potential transmission of the virus.

4. **Testing Methods**: The recommended diagnostic test for mpox is the polymerase chain reaction (PCR) test, which is highly specific and sensitive. If epidemiological criteria are absent or if the PCR results yield a high Cycle Threshold (Ct) value (≥34), retesting is recommended.

5. **Complex Cases**: In atypical presentations or uncertain cases, the Centers for Disease Control and Prevention (CDC) can be consulted for additional viral-specific testing and serologic testing.

6. **Additional Testing**: It is advisable to offer HIV testing for adults suspected of having mpox. Healthcare providers should also consider testing for other sexually transmitted infections (STIs) and illnesses like varicella zoster virus, syphilis, and herpes, especially if clinically appropriate.

7. **Healthcare Contact**: Clinicians should report suspected mpox cases to their local health department and follow specific guidelines for infection prevention and control.

For further detailed information, refer to the CDC's Health Alert Network (HAN) archive: [HAN Archive – 00471 | Health Alert Network (CDC)](https://emergency.cdc.gov/han/2022/han00471.asp) and the article from the Morbidity and Mortality Weekly Report (MMWR): [Orthopoxvirus Testing Challenges](https://www.cdc.gov/mmwr/volumes/71/wr/pdfs/mm7112a3-H.pdf)."
VAL-13,0.8923271969318142,"Currently, mpox testing is done using a laboratory-based technique called polymerase chain reaction (PCR). This type of test is widely used to diagnose many types of infections. At this time, PCR tests are the only method recommended to test for mpox.  There are rapid tests in development that detect antigens (proteins) that are part of the virus. It is not known at this time how easily these antigens are detected, in which samples, or when in the course of infection they may be detected; therefore, we don’t yet know if rapid tests are accurate. Research is ongoing to understand whether and how well antigen tests can be used and with which samples. Because of this, antigen tests should not be used for testing of active infection with the monkeypox virus at this time.   The immune response following infection with monkeypox virus can be checked through antibody tests (sometimes called serological tests). As these tests do not detect the virus itself, they only indicate that you have been exposed to the virus and are not recommended as the sole test for the diagnosis of mpox. Antibody tests are mostly used for research purposes and are not widely available.","The primary testing method for mpox (monkeypox) is molecular testing, specifically the Polymerase Chain Reaction (PCR) test, which detects viral DNA. The optimal specimens for this test are taken directly from the rash, including skin lesions, vesicular fluid, or crusts, using vigorous swabbing techniques. In cases where skin lesions are not present, throat or anal swabs can be collected. Testing blood samples is not recommended for diagnosing mpox.

Antibody detection methods are not recommended as standalone tests for mpox, as they cannot differentiate between various orthopoxviruses and may cross-react with antibodies from vaccination or other infections. Therefore, PCR remains the gold standard due to its high sensitivity and specificity.

Additionally, Point of Care (POC) tests, such as the Xpert Mpox and cobas MPXV assays, have recently received Emergency Use Authorization (EUA) in the United States. These tests allow for quicker results and can be used in clinical settings. HIV testing should also be offered to individuals with mpox, along with testing for other sexually transmitted infections, as co-infections may occur.

For further details, please refer to the CDC's resources: 

1. Health Alert Network (HAN): [HAN Archive – 00471](https://emergency.cdc.gov/han/2022/han00471.asp) 
2. MMWR article: [Orthopoxvirus Testing Challenges for Persons in Populations at Low Risk](https://www.cdc.gov/mmwr/volumes/71/wr/pdfs/mm7127a1-H.pdf)

Understanding the range of available tests and using them appropriately is crucial for timely diagnosis and treatment of mpox, particularly in distinguishing it from other similar conditions."
VAL-14,0.717284913206648,"Positive results from samples taken from lesions are generally very accurate in identifying cases of mpox. It is very unlikely you will get a positive result (false positive) if you do not have mpox.   False negative results, where the result is negative, but the individual does have mpox, are uncommon. They may happen if the sample was collected quite early or late in the course of the illness, as there may have been less virus in the sample. This means that although the test result is negative you might have mpox infection.    Results from other sample types, such as throat, genital, anal or rectal swabs, may be less accurate than samples taken from lesions, but research is ongoing to understand these better.   Generally, a positive result for these can be trusted and it means you are infected; a negative result doesn’t necessarily mean you do not have mpox, as the amount of virus in these samples may be lower and therefore infections can be missed.","The accuracy of diagnostic tests for monkeypox virus (MPXV) can vary based on the test type and the context of its use. The primary recommended laboratory test for diagnosing monkeypox is Polymerase Chain Reaction (PCR) testing, which is highly sensitive and specific. PCR tests are designed to detect the presence of MPXV DNA in lesion swabs and are considered the gold standard for mpox diagnosis. These tests have been validated with emergency use authorizations (EUA) and yield dependable results when performed and interpreted correctly.

However, there are key considerations regarding accuracy:
1. **Sample Quality**: The quality of the specimen can significantly affect the outcome; poor quality samples may lead to false-negative results.
2. **Technical Handling**: Proper handling and transport of samples are crucial. A failure in any part of the testing process, such as DNA extraction, can compromise test results.
3. **Cross-Reactivity**: Serological tests (antibody detection) should not be used as standalone diagnostic methods due to their potential cross-reactivity with antibodies from vaccinations against other orthopoxviruses. Serology may only be reliable when conducted in reference laboratories with proper validation.
4. **Cycle Threshold (Ct) Values**: In cases where PCR returns a high Ct value (typically ≥34), a repeat test is advised due to the increased risk of false positives.

Overall, while PCR testing provides a robust and reliable means of diagnosing monkeypox, clinicians should be cognizant of potential pitfalls and consider repeat testing or alternative diagnostics in cases of high suspicion but inconclusive results.

For further information, please refer to the following resources from the World Health Organization (WHO):
- [Diagnostic Testing for Monkeypox Virus - Interim Guidance](https://apps.who.int/iris/handle/10665/371297)
- [Surveillance, Case Investigation, and Contact Tracing for Mpox](https://www.who.int/publications/i/item/WHO-MPX-Surveillance-2024.1)"
VAL-15,0.8501400871023851,"If you have a positive test result for mpox, this means you have mpox. Your healthcare provider will advise you on next steps. Take precautions to protect others by following the WHO advice for recovering from mpox at home, if this is what is recommended to you. Isolation could also be in a health care facility until your lesions have crusted, the scabs have fallen off and a fresh layer of skin has formed underneath. This will help prevent anyone else from getting infected. Your healthcare provider will give you advice on how to take care of yourself. WHO’s public health advice   for recovering from monkeypox at home provides some useful tips. If you have had close contact (including sex) with anyone in the 21 days before your symptoms started or you tested positive, if possible, you should tell them about your diagnosis so they can monitor for symptoms of mpox and get tested if necessary.  Healthcare providers may be able to pass on information to your previous contacts anonymously if you do not feel able to share the information yourself.","If your test results are positive for mpox (formerly known as monkeypox), it is important to take the following steps:

1. **Self-Isolate**: Stay at home and minimize contact with others until your rash has crusted over, scabs have fallen off, and a new layer of skin has formed. This helps prevent the spread of infection to others.

2. **Monitor Your Symptoms**: Keep in touch with your healthcare provider and seek immediate assistance if your symptoms worsen. Pay close attention to signs of infection in your rash (such as increased pain, redness, or pus) or if you experience worsening fever, nausea, vomiting, or difficulty eating, drinking, or breathing.

3. **Symptomatic Care**: Focus on self-care while recovering. Stay hydrated, eat well, and ensure adequate rest. You can use pain relief medication like paracetamol as needed, and perform gentle care on your rash such as keeping it clean and dry.

4. **Contact Healthcare Providers**: Engage regularly with your healthcare team for guidance on managing the disease and to inform them of any changes in your condition.

5. **Treatment and Care Guidance**: Although there is no proven antiviral treatment for mpox at this time, supportive care is crucial. Additionally, if you have comorbidities such as HIV, continue your antiretroviral therapy (ART). Your healthcare provider will guide you on how to proceed based on your individual health situation.

6. **Notification**: Make sure your local health protection team is informed of your case. They may provide further resources or assistance as needed.

7. **Follow Local Health Protocols**: Adhere to guidance set forth by your local health authorities regarding isolation or potential hospitalization if your condition necessitates it.

It is vital not to stigmatize or shame yourself or others regarding mpox. Stigma can hinder access to necessary healthcare and support.

For more information on care and management for mpox, please refer to the CDC guidance: [Health Alert Network (HAN)](https://emergency.cdc.gov/han/2022/han00471.asp).

*Source: CDC Health Alert Network (HAN) Archive – 00471, October 2022.*"
VAL-16,0.7548454888904117,"Your test results are private. Neither the laboratory nor your healthcare provider will tell anyone other than you and relevant public health authorities the results of your mpox test.   You are not obliged to tell anyone what your results are. However, letting anyone who you have been in close contact with, after the onset of symptoms know that you have mpox, can help them monitor for symptoms and get tested if required.  If it is safe for you to do without fear of stigma, discrimination or harm, then having open, non-judgmental conversations with people who you have been in close contact with since you developed symptoms can help curb transmission.","Yes, it's important to inform others if you have mpox (formerly known as monkeypox). Transparency helps protect your close contacts, especially sexual partners, from potential exposure. Mpox can be transmitted through close contact, including skin-to-skin contact, sexual activity, and sharing personal items.

Informing those who may have been in close contact with you can facilitate responsible health precautions, including monitoring for symptoms, seeking testing, and potentially receiving vaccination if available. Open conversations about mpox also help combat stigma and misinformation, promoting a safer and more informed community response.

It’s worth noting that while you should share this information, how you approach the conversation is personal and should consider your relationships and the comfort level of those involved. Support and understanding are crucial during such discussions.

For more detailed information, you can refer to the guidance provided by health authorities, such as the Centers for Disease Control and Prevention (CDC). Here is a relevant webpage: [CDC - Mpox](https://www.cdc.gov/poxvirus/mpox/index.html)."
VAL-17,0.8836250854274721,"Mpox is an illness caused by the monkeypox virus. It is a viral infection which can spread between people, mainly through close contact, and occasionally from the environment to people via things and surfaces that have been touched by a person with mpox. In settings where the monkeypox virus is present among some wild animals, it can also be transmitted from infected animals to people who have contact with them.Following a series of consultations with global experts, WHO has begun using a new preferred term “mpox” as a synonym for monkeypox. Read more on the background to this decision here.","Mpox, formerly known as monkeypox, is a viral disease caused by the monkeypox virus (MPXV), belonging to the Orthopoxvirus genus within the Poxviridae family. It presents symptoms similar to smallpox, although generally less severe. Mpox is considered a zoonosis, meaning it can be transmitted from animals to humans, particularly in regions near tropical rainforests where the viral reservoir, likely small mammals, such as squirrels and certain types of monkeys, may be found.

There are two main genetic clades of the monkeypox virus: the Congo Basin (clade I) and the West African (clade II). Clade I is associated with more severe disease and higher transmissibility. A significant global outbreak linked to clade IIb began in 2022, spreading to various countries beyond its traditional endemic regions in Central and West Africa. As of now, flare-ups continue in several African nations, particularly the Democratic Republic of the Congo, which faces recurrent cases due to clade I.

Common symptoms of mpox include fever, headache, muscle aches, swollen lymph nodes, and a characteristic rash that develops into fluid-filled blisters before forming scabs. The disease usually resolves within a few weeks, but severe cases can occur, especially among vulnerable individuals such as young children and those with weakened immune systems.

Mpox spreads primarily through direct contact with lesions, bodily fluids, or contaminated materials from an infected individual and through respiratory droplets during close personal interactions. Vaccination is available and recommended as part of broader public health efforts to mitigate outbreaks.

For more detailed information, you can refer to the World Health Organization (WHO) and the Centers for Disease Control and Prevention (CDC):

- World Health Organization (WHO) resources on mpox: [WHO Mpox Overview](https://www.who.int/news-room/fact-sheets/detail/mpox)
- Centers for Disease Control and Prevention (CDC) information: [CDC Monkeypox Information](https://www.cdc.gov/poxvirus/monkeypox/index.html)"
VAL-18,0.8319140133281803,"Mpox can cause a range of signs and symptoms. While some people have less severe symptoms, others may develop more serious illness and need care in a health facility. Common symptoms of mpox include a rash which may last for 2–4 weeks. This may start with, or be followed by, fever, headache, muscle aches, back pain, low energy and swollen glands (lymph nodes). The rash looks like blisters or sores, and can affect the face, palms of the hands, soles of the feet, groin, genital and/or anal regions. These lesions may also be found in the mouth, throat, anus, rectum or vagina, or on the eyes. The number of sores can range from one to several thousand. Some people develop inflammation inside the rectum (proctitis) that can cause severe pain, as well as inflammation of the genitals that may cause difficulties urinating.In most cases, the symptoms of mpox go away on their own within a few weeks with supportive care, such as medication for pain or fever. However, in some people, the illness can be severe or lead to complications and even death. Newborn babies, children, people who are pregnant and people with underlying immune deficiencies such as from advanced HIV disease may be at higher risk of more serious mpox disease and death.  Severe disease due to mpox may include larger, more widespread lesions (especially in the mouth, eyes and genitals), secondary bacterial infections of the skin or blood, and lung infections. Complications can include severe bacterial infection from skin lesions, mpox affecting the brain (encephalitis), heart (myocarditis) or lungs (pneumonia), and eye problems. People with severe mpox may require hospitalization, supportive care and antiviral medicines to reduce the severity of lesions and shorten time to recovery.According to available data, between 0.1% and 10% of people with mpox have died. It is important to note that death rates in different settings may differ due to several factors, such as access to health care and underlying immunosuppression, including because of undiagnosed HIV or advanced HIV disease.","Mpox, formerly known as monkeypox, is characterized by several signs and symptoms that typically manifest 5 to 21 days after exposure to the virus. The symptoms generally last for 2 to 4 weeks but may prolong in individuals with weakened immune systems. Common symptoms include:

- Rash (which often begins on the face and spreads to other areas, including the hands, feet, and genital region)
- Fever
- Sore throat
- Headache
- Muscle aches
- Back pain
- Low energy
- Swollen lymph nodes

The rash associated with mpox usually starts as flat sores which then progress into blisters filled with fluid, sometimes causing itching or pain. As the rash heals, the lesions dry, form scabs, and eventually fall off. 

While some individuals may have a few lesions, others may experience a widespread rash with hundreds of sores. Other complications that can arise include painful swelling of the rectum (proctitis) or difficulties when urinating (dysuria) or swallowing.

It is crucial to note that mpox can be transmitted from person to person through close contact, particularly with skin lesions or bodily fluids, respiratory droplets during prolonged face-to-face interaction, or contaminated materials such as clothing and bedding. Given the nature of its spread, individuals who have close contact with someone displaying symptoms of mpox are at a higher risk of infection.

For further detailed information, please refer to the UK Health Security Agency's resources on mpox at [UKHSA MPX Information](https://www.gov.uk/government/publications/monkeypox-background-information)."
VAL-19,0.8870659148898702,"From person to person:Mpox spreads from person to person mainly through close contact with someone who has mpox. Close contact includes skin-to-skin (such as touching or sex) and mouth-to-mouth, or mouth-to-skin contact (such as kissing), and can also include being face-to-face with someone who has mpox (such as talking or breathing close to one another, which can generate infectious respiratory particles). During the global outbreak that began in 2022, the virus mostly spread through sexual contact. More research is needed on how mpox spreads during outbreaks in different settings and under different conditions.People with mpox are considered infectious until all their lesions have crusted over, the scabs have fallen off and a new layer of skin has formed underneath, and all the lesions on the eyes and in the body (in the mouth, throat, eyes, vagina and anus) have healed too, which usually takes from 2 to 4 weeks.It is also possible for the virus to persist for some time on clothing, bedding, towels, objects, electronics and surfaces that have been touched by a person with mpox. Someone else who touches these items may become infected, particularly if they have any cuts or abrasions or touch their eyes, nose, mouth or other mucous membranes without first washing their hands. Cleaning and disinfecting surfaces/objects and cleaning your hands after touching surfaces/objects that may be contaminated can help prevent this type of transmission.The virus can also spread during pregnancy to the fetus, during or after birth through skin-to-skin contact, or from a parent with mpox to an infant or child during close contact.  Although getting mpox from someone who is asymptomatic (not showing symptoms) has been reported, there is still limited information on whether the virus can be transmitted from someone with the virus before they get symptoms or after their lesions have healed. Although live virus has been isolated from semen, we do not yet know the extent to which infection can spread through semen, vaginal fluids, amniotic fluids, breastmilk or blood.From animals to humans:Someone who comes into physical contact with an animal which carries the virus, such as some species of monkeys or a terrestrial rodent (such as the tree squirrel) may also develop mpox. Exposure by such physical contact with an animal or meat can occur through bites or scratches, or during activities such as hunting, skinning, trapping or preparing a meal. The virus can also be caught through eating contaminated meat which is not cooked thoroughly.The risk of getting mpox from animals can be reduced by avoiding unprotected contact with wild animals, especially those that are sick or dead (including their meat and blood). In countries where animals carry the virus, any food containing animal parts or meat should be cooked thoroughly before eating.  From humans to animals:There have been a few reports of the virus being identified in pet dogs. However, it has not been confirmed whether these were true infections or whether the detection of virus was related to surface contamination.Since many species of animals are known to be susceptible to the virus, there is the potential for spillback of the virus from humans to animals in different settings. People who have confirmed or suspected mpox should avoid close physical contact with animals, including pets (such as cats, dogs, hamsters, gerbils), livestock and wildlife.More detailed advice for pet owners and persons working with animals can be found in the WOAH risk guidance on reducing spillback of monkeypox virus.WHO continues to work with its One Health partners, the Food and Agriculture Organization (FAO) and the World Organisation for Animal Health (WOAH), to learn more about the natural reservoir of the virus and help countries to reduce the risk of mpox transmission from or to animals.","Mpox, formerly known as monkeypox, primarily spreads through close contact with an infected individual or contaminated materials. The modes of transmission include:

1. **Direct Contact**: The virus can be transmitted through direct skin-to-skin contact with rashes, lesions, or scabs of an infected person. This includes sexual contact, kissing, cuddling, or other forms of close physical interaction.

2. **Bodily Fluids**: Contact with bodily fluids such as saliva, mucus, or other secretions from an infected person can facilitate infection.

3. **Contaminated Objects**: Mpox can spread via contact with contaminated items such as bedding, towels, clothing, or surfaces used by someone infected with the virus.

4. **Respiratory Droplets**: Prolonged face-to-face interactions, during which respiratory droplets may be exchanged (e.g., talking, breathing, coughing, or sneezing), might also result in transmission, but evidence supporting this mode is currently limited.

5. **Animal-to-Human Transmission**: Initial transmission can occur from infected animals, particularly rodents, during activities such as hunting or skinning. This includes bites or scratches from infected animals.

6. **Vertical Transmission**: There is a risk of transmission from a pregnant woman to her fetus, which can result in complications such as stillbirth or other adverse outcomes.

People who engage in close physical interaction with those exhibiting symptoms—especially men who have sex with men—are currently at a higher risk, as highlighted by recent outbreaks predominantly observed in this demographic.

For further reference, you can consult the UK Health Security Agency (UKHSA) guidelines on mpox, which detail symptom recognition and infection control protocols. More information is available at [UKHSA Mpox Guidance](https://www.gov.uk/government/publications/mpox-background-information) and [CDC - Mpox](https://www.cdc.gov/poxvirus/mpox/index.html)."
VAL-20,0.794122074814567,"People who have close contact with someone who has mpox are at risk of infection. Close contact includes skin-to-skin (such as touching or sex) and mouth-to-mouth, or mouth-to-skin contact (such as kissing), and can also include being face-to-face with someone who has mpox (such as talking or breathing close to one another, which can generate infectious respiratory particles). People who have contact with clothing, bedding, towels, objects, electronics and other surfaces that have been touched by someone with mpox are also at risk.Anyone living with someone who has mpox should take steps to reduce the risk of becoming infected. A person who has been diagnosed with mpox should be assessed by a health care provider to determine if they are well enough to be cared for at home and if isolation can be safely managed at home.Health workers should follow infection prevention and control measures to protect themselves while caring for patients with mpox (by wearing appropriate personal protective equipment and adhering to protocol for safely swabbing lesions for diagnostic testing and handling sharps such as needles).","Individuals at risk of mpox (previously known as monkeypox) include anyone who has close contact with an infected person, but certain groups are at a heightened risk. This includes:

1. **Household Contacts**: Individuals living with or closely interacting with someone who has mpox, including family members.

2. **Sexual Partners**: Those who engage in sexual activities with someone infected with mpox or who have multiple or new sexual partners.

3. **Healthcare Workers**: Professionals who are involved in the care of suspected or confirmed mpox patients, especially if infection prevention and control measures are not adequately followed.

4. **High-Risk Groups**: Data shows that the current outbreak is particularly affecting gay, bisexual, and other men who have sex with men (GBMSM), particularly those over the age of 18 and who participate in sexual activities with multiple partners.

While mpox can affect anyone, individuals in these categories need to remain vigilant, especially given the recent increase in cases in regions where the disease was previously uncommon. 

Transmission occurs primarily through direct contact with skin lesions or bodily fluids, respiratory droplets during face-to-face contact, and contact with contaminated objects or surfaces.

For more detailed information, refer to the UKHSA guidance: [UK Health Security Agency (UKHSA)](https://www.gov.uk/government/publications/mpox-background-information)"
VAL-21,0.8902800164108176,"The risk of mpox is not limited to people who are sexually active or gay, bisexual and other men who have sex with men. Anyone who has close contact with someone who has symptoms is at risk and any person with multiple sex partners is also at risk.Most of the cases that were reported in the multi-country outbreak in 2022/2023 were identified among gay, bisexual and other men who have sex with men. Given that the virus moves from person to person in these sexual networks in many countries, gay, bisexual and other men who have sex with men may be at higher risk of being exposed if they have sex or other form of close contact with someone who is infectious. People who have multiple or new sexual partners are most at risk. Engaging communities of gay, bisexual and other men who have sex with men to raise awareness is essential to protect those most at risk. If you are a man who has sex with other men, know your risk and take steps to protect yourself and others. Anyone who has symptoms that could be mpox should seek advice from a health care provider immediately to get tested and get care.Sex workers and their clients are also at risk. Engaging sex worker organizations and networks to raise awareness and protect those most at risk is essential to stop mpox outbreaks. Public health advice for sex workers can be found here. Advice for managers of sex-on-premises venues can be found here.","Yes, gay, bisexual, and other men who have sex with men (MSM) are currently at a higher risk of contracting mpox, particularly during the ongoing outbreak that has been reported in many countries since May 2022. While mpox can affect anyone, the data indicates that most cases in newly affected countries have occurred among MSM, especially those who engage in sexual activity with multiple or new partners. This demographic represents a significant portion of current mpox cases due to the nature of the transmission, which occurs through close physical contact, including sexual activities (WHO, 2023).

Most available surveillance data, including from the European Union, England, and the United States, demonstrate that among MSM with known HIV status, a significant percentage (28%–51%) are living with HIV. However, it is not definitively established whether having HIV increases the risk of developing mpox after exposure. Nevertheless, individuals with advanced or untreated HIV may experience more severe manifestations of mpox, as evidenced by case studies indicating higher rates of complications, including severe rash and hospitalization (CDC, 2022).

To reduce the risk of transmission, individuals at increased risk should stay informed, know the symptoms of mpox, engage in open discussions with partners, limit the number of sexual partners, seek testing if symptoms arise, and consider vaccination where available (CDC, 2022).

For more detailed information, you can refer to the following resources:
1. Centers for Disease Control and Prevention (CDC) - [Severe Mpox in Hospitalized Patients](https://www.cdc.gov/mmwr/volumes/71/wr/pdfs/mm7140e3-H.pdf).
2. World Health Organization (WHO) - [Mpox Public Health Advice for MSM](https://www.who.int/publications/i/item/mpox-2023).

In summary, while mpox can affect anyone, current data suggests that MSM are at a higher risk due to patterns of exposure and transmission dynamics. Taking preventive measures can significantly help in reducing the risk of infection."
VAL-22,0.8909348801342232,"To protect yourself and others against mpox, know the signs and symptoms, how the virus spreads, what to do if you get ill, and the risk in your area or community.If the virus is spreading in your area or in your community, have open conversations with those you come into close contact with about any symptoms you or they may have. Avoid close contact with anyone who has mpox, including sexual contact. Clean your hands frequently with soap and water or an alcohol-based hand rub.If you think you might have mpox, you can act to protect others by seeking medical advice and isolating from others until you have been evaluated and tested. If you have mpox, you should isolate yourself from others until all your lesions have crusted over, the scabs have fallen off and a new layer of skin has formed underneath. This will stop you from passing on the virus to others. Follow your local health authority instructions on isolation at home or in a health facility. If having sex, use condoms as a precaution for 12 weeks (about 3 months) after you have recovered.In countries where some animals have been found to carry the monkeypox virus (i.e. some countries in in east, central and west Africa), protect yourself by avoiding unprotected contact with wild animals, especially those that are sick or dead (including their meat and blood). Any food containing animal parts or meat should be cooked thoroughly before eating.","To protect yourself and others against mpox (formerly known as monkeypox), it's important to follow certain guidelines and practices, as the virus spreads mainly through close person-to-person contact. Here are key recommendations:

1. **Know the Symptoms**: Be aware of the symptoms of mpox, which include rash, fever, swollen lymph nodes, headache, muscle aches, and fatigue. Regularly check yourself for these symptoms.

2. **Avoid Close Contact**: Limit close physical interaction with individuals who are suspected of having mpox, including sexual contact. This is crucial as the virus is primarily spread through skin-to-skin contact, respiratory droplets, and contact with contaminated materials (like clothing and bedding).

3. **Open Communication**: Have honest and non-judgmental discussions with your close contacts, especially those with whom you have intimate relations. This includes sharing any concerns about symptoms or recent exposure.

4. **Isolate if Symptomatic**: If you exhibit symptoms of mpox or have had known exposure, self-isolate and seek medical advice. Getting tested is critical in these circumstances.

5. **Vaccination**: If available, get vaccinated against mpox. Vaccination can significantly reduce the risk of infection and severity of illness.

6. **Clean and Disinfect**: Regularly clean your environment, especially items and surfaces that may have come into contact with an infected person. Use soap, water, and disinfectants to clean bedding, towels, and personal items thoroughly.

7. **Limit Sexual Partners**: Consider reducing the number of sexual partners you have to lower the risk of coming into contact with an infected individual, especially if you are in a community currently experiencing outbreaks.

8. **Stay Informed**: Keep abreast of local mpox transmission rates and public health advisories. This helps you to understand your risk and the necessity of protective actions in your community.

9. **Combat Misinformation**: Share reliable, evidence-based information regarding mpox from trustworthy sources to combat stigma and misinformation related to the disease.

For more details, refer to the World Health Organization (WHO) guidelines on mpox:
- **Source**: World Health Organization 
- **URL**: [WHO mpox Guidance](https://www.who.int/news-room/fact-sheets/detail/mpox)

By following these recommendations, you contribute to your own safety and the health of your community."
